director_name,duration,actor_1_name,imdb_score,plot_keywords,country_USA,gross,num_voted_users,emotion,cleaned_text
Rob Reiner,0.2599206349206349,Tom Cruise,0.7594936708860758,cuba|guantanamo|lance corporal|lawyer|murder,1.0,0.1858494468582977,0.1076331003415279,joy,feel like im trouble entertained anything even though million options
Jerry Belson,0.1587301587301587,Cassandra Peterson,0.5822784810126581,breasts growing|coors light|drugs|hospital|spinning in grave,1.0,0.0637309136648861,0.0005184171233885,sad,feeling disillusioned whole hospital system
Brian Levant,0.1726190476190476,Jim Belushi,0.481012658227848,action figure|christmas|hero|karate|toy,1.0,0.0796482731399761,0.0404797370512599,fear,feel like signs symptoms never know paranoid pregnant
Roger Michell,0.1984126984126984,Noah Bean,0.6202531645569619,job offer|roller coaster|slow motion action scene|slow motion sequence|television,1.0,0.040752944247742,0.034836920531271,joy,feel like im really cool enough wear somewhat school girl like dressing sense rectangular glasses feel bit place
Hideo Nakata,0.240079365079365,Naomi Watts,0.481012658227848,cartoon on tv|foreign language adaptation|second part|videotape|writer,1.0,0.0997857166317114,0.0421054126653564,joy,feel privileged able tell university leicester one two universities uk literary festival
Juan Carlos Fresnadillo,0.1845238095238095,Jeremy Renner,0.6835443037974682,paris france|rage|sniper|u.s. army|zombie apocalypse,0.0,0.0376549546097339,0.1255575499227996,joy,im feeling bit smug im actually looking forward using exercise bike left kantara
Lance McDaniel,0.1646825396825396,Russell Wong,0.8101265822784809,china|faith|panama|photography|suspense,1.0,0.0637309136648861,5.918003691610108e-07,sad,feel troubled beginning aware energy going towards trying stave potential problems opposed enjoying life
Charles Herman-Wurmfeld,0.1607142857142857,John Enos III,0.721518987341772,birthday|boxing|coach|gym|olympics,1.0,0.0005810835257933,0.0032454332245012,joy,say fun trying new things moving feel positive direction less extraneous potentially poisonous stuff mention time
Jonathan Caouette,0.1607142857142857,Greg Ayres,0.7088607594936708,answering machine|home movie|lithium|schizophrenic|video diary,1.0,0.0007775003478411,0.0033756293057175,love,feel blessed fortunate stay home kids young
Babar Ahmed,0.1646825396825396,Lalaine,0.2025316455696201,assassin|female assassin|kingdom|martial arts|mission,1.0,0.0637309136648861,0.0002787379738767,joy,decided ruffle thoughts sing heart favorite song right place right time kept singing mentally positive word always right place right time felt mind started relax feeling joyful happy suddenly
Andrzej Bartkowiak,0.1765873015873015,Chris Klein,0.2658227848101265,chun li|crime fighter|gangster|mobster|rescue,0.0,0.0114943866926677,0.0117288915164825,sad,also felt like counseling sessions seemed stir mental state overwhelming making feel even defeated
Adam McKay,0.2162698412698412,Dwayne Johnson,0.6455696202531644,capitalist|detective|investigation|new york city|police,1.0,0.1567632523755007,0.1123243018678994,love,love amazing feel blessed life
James L. Brooks,0.2261904761904761,Shelley Conn,0.4683544303797467,embarrassment|falling in love|love|love triangle|revelation,1.0,0.0397260951532363,0.0207491127432965,sad,know feeling melancholy lately
Richard Donner,0.1984126984126984,Lee Remick,0.7594936708860758,ambassador|death|hospital|priest|stillborn child,0.0,0.0637309136648861,0.0479097906861274,joy,give exes im feeling kind generous bitter
Steven Spielberg,0.2182539682539682,Mark Rylance,0.6582278481012657,cannibal|evil brother|giant|london england|queen,0.0,0.0694164762276697,0.0074371552392974,love,feel cows gentle animals dont hurt us eat grass
Catherine Hardwicke,0.2281746031746031,Kristen Stewart,0.4556962025316455,blood|high school|love|school|vampire,1.0,0.2517389396268185,0.2059477120701827,sad,feel regretful
David R. Ellis,0.1488095238095238,Krista Allen,0.4556962025316455,attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out,1.0,0.0873967166396193,0.0445862398128963,joy,loved sense normalcy accomplishment comes coming work feeling like offering something worthwhile
Spike Jonze,0.2083333333333333,Willie Garson,0.7848101265822783,body swap|magical realism|portal|puppeteer|surrealism,1.0,0.0300566087177169,0.1505534221152247,sad,middle huge wireless store landline feeling like chump trying figure menu options add fix broke get phone
Rich Cowan,0.1944444444444444,Eric Dane,0.6202531645569619,basketball|german immigrant|opera|two word title|war orphan,1.0,0.0007998907294676,0.0002627593639092,joy,last feel much darker spirit place much despair little optimism resolving issues need resolved horrified see fences
Kevin Reynolds,0.1984126984126984,Peter Firth,0.5949367088607593,biblical|crucifixion|judea|resurrection|roman soldier,1.0,0.0484862267713367,0.0072619823300245,anger,feel petty manly
Stephen Chow,0.1547619047619047,Wei Zhao,0.721518987341772,cult film|kung fu|martial arts|shaolin|soccer,0.0,0.0006418773303574,0.0336840934121374,sad,im dreading feeling im suffering
Mark Rydell,0.2341269841269841,David Keith,0.670886075949367,awol|demand|driver|drugs|roses,1.0,0.0383945853903422,0.003631878865566,sad,cant rly express feel hope u understand somehow yeah kinda messy xd full mistakes gt lt lol kinda sounds like kind confession gt lt l hearts
Andy Fickman,0.2043650793650793,Dwayne Johnson,0.5822784810126581,family relationships|football movie|publicist|sports team|tween girl,1.0,0.1191790283869829,0.0260486850491697,joy,feel like huntress thrilled thought challenge
Edward Zwick,0.2083333333333333,Jake Gyllenhaal,0.6455696202531644,female nudity|male objectification|pfizer|viagra|zoloft,1.0,0.0425464732502013,0.0848422763246119,joy,feel like need pull back many worthwhile ways spend ones time living sites
0,0.0317460317460317,Dee Bradley Baker,0.7974683544303797,begins with narration|female warrior|inbetwequel|jedi knight|war against machines,1.0,0.0637309136648861,0.0166798934049175,sad,feel depressed personal life
Neil Burger,0.2043650793650793,Rufus Sewell,0.7594936708860758,duchess|illusionist|magician|prince|supernatural power,1.0,0.0523666121877001,0.1748000750402868,fear,feel vulnerable way ive never experienced
Daniel Sackheim,0.1964285714285714,Chris Noth,0.531645569620253,car|car accident|death|friend|glass,1.0,0.0236036673341239,0.0150654619978351,anger,could swear days evenings nights feel bitter
Woody Allen,0.2083333333333333,Woody Allen,0.6329113924050631,blind|director|psychosomatic blindness|self deprecating|studio,1.0,0.0063624318029908,0.0127876223769188,love,feel like someone others admired
Will Gluck,0.2202380952380952,Quvenzhané Wallis,0.4556962025316455,billionaire|business tycoon|mayoral candidate|penthouse|reference to star trek,1.0,0.1129651044587436,0.0146352231294521,anger,feel rushed things coming back earth lives ended wrong family
Denis Villeneuve,0.2896825396825396,Hugh Jackman,0.8227848101265821,child abduction|detective|investigation|police|sex offender,1.0,0.080160086915706,0.2270063364065526,joy,im already feeling precious little angel yet grow times lay eyes
Lance Hool,0.2261904761904761,Tom Berenger,0.5822784810126581,american|battalion|catholic|mexican|sergeant,0.0,0.0003005765407556,0.0005290695300335,fear,express stressed feeling anxious
Richard Eyre,0.1686507936507936,Phil Davis,0.7341772151898733,age difference|school|student|teacher|writing,0.0,0.0230214740196241,0.0382421398554468,fear,feeling little frantic
Heidi Ewing,0.1706349206349206,Greg Crowe,0.6075949367088607,cheating|economics|experiment|human nature|sumo wrestling,1.0,0.0001314310667775,0.0033673441005492,suprise,love feel movie funny silly romantic comedy send back childhood
Duane Journey,0.1567460317460317,Molly C. Quinn,0.3417721518987341,hansel and gretel|lesbian kiss|marijuana|witch|witchcraft,1.0,0.0637309136648861,0.0016576328340313,fear,understand feeling reluctant try new unfamiliar things especially feel pressured
0,0.0297619047619047,Barry Corbin,0.6455696202531644,anger management|argument|irony|sarcasm|therapist,1.0,0.0637309136648861,0.0159709165626577,fear,early feeling restless knew wasnt going fall back asleep time soon
Penny Marshall,0.240079365079365,Tom Hanks,0.7088607594936708,baseball|friend|oregon|rivalry|softball,1.0,0.1412982770611858,0.0424610846872246,fear,feel afraid die
Yorgos Lanthimos,0.1726190476190476,Angeliki Papoulia,0.721518987341772,fellatio|isolated house|overprotective father|social isolation|unsimulated sex,0.0,0.0001439516924439,0.0265475727603758,sad,hate makes percentage reposts type posts small percentage people saved makes person repost feel somehow inadequate
Marc Webb,0.2896825396825396,Emma Stone,0.6835443037974682,lizard|outcast|spider|spider man|teenager,1.0,0.3445472397775791,0.2673742231880404,anger,mean say youre grumpy type doesnt mean hate feel disgusted completely different
Tim Story,0.2281746031746031,Chris Brown,0.6329113924050631,advice|black romance|hip hop|reading a book|sex scene,1.0,0.1203758934295467,0.0204609059635131,love,feel like devoted soo much towards education sats killed chance creativity rushing brain vessels
Paul Thomas Anderson,0.2936507936507936,Don Cheadle,0.7974683544303797,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,1.0,0.034692991668277,0.1118662483821657,love,feel comes lovely blister card completely destroy get pack
Edward Zwick,0.2698412698412698,Leonardo DiCaprio,0.8101265822784809,diamond|elephant|fisherman|rebel|sierra leone,0.0,0.075430840685747,0.2368899943719785,sad,feel like blogging settle life unhappy
Jaume Collet-Serra,0.2103174603174603,Liam Neeson,0.670886075949367,agriculture|airport|amnesia|nurse|scientist,0.0,0.0803336886384116,0.1245958743229063,sad,im exhausted feel beaten obstacles im confused picking exactly right path call two images
David Ayer,0.2162698412698412,J.K. Simmons,0.6835443037974682,blood splatter|friend|lapd|mexican|violence,1.0,0.0043853984489777,0.0323430737756094,joy,im feeling fab
Miguel Arteta,0.1587301587301587,Kurtwood Smith,0.5949367088607593,award|cedar rapids iowa|convention|hotel|insurance,1.0,0.0090160891302131,0.0193471376687444,sad,could feel much body hated mile
Troy Duffy,0.2599206349206349,Norman Reedus,0.5949367088607593,final showdown|ireland|justice|priest|sheep,1.0,0.0135023231914415,0.0315110024565633,anger,feel outraged people justify saying discipline need hit kids
Michael Cimino,0.3492063492063492,Robert De Niro,0.8354430379746833,escape|friend|party|pittsburgh steelers|vietnam,0.0,0.0637309136648861,0.1376361954574587,joy,feel pretty href http www
Stephen Hopkins,0.1825396825396825,Stephen Rea,0.5189873417721518,biblical plague|louisiana|missionary|plague|small town,1.0,0.0330264401136988,0.0221374764093577,joy,im also happy answer questions feel free enter comment box
Jamaa Fanaka,0.1825396825396825,Leon Isaac Kennedy,0.531645569620253,blaxploitation|boxing|convict|drifter|false accusation,1.0,0.0637309136648861,0.0002982673860591,fear,im feeling vulnerable today
William Malone,0.1865079365079364,Natascha McElhone,0.2151898734177214,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,0.0,0.0173664864949246,0.0102405135880323,joy,wish ashton would feeling better
Marc Lawrence,0.1746031746031746,Brad Garrett,0.6202531645569619,love|lyricist|singer|singing|song,1.0,0.0664845406972312,0.0481305322238259,sad,wide awake feeling numb broken
Michael Polish,0.2063492063492063,Sasha Alexander,0.721518987341772,conjoined twins|independent film|low budget film|separation|twin,1.0,0.0012946921280843,0.0020559144824794,suprise,feel impressed share excerpt one year devotional wife brenda wrote years ago called grace grief
Peter Segal,0.1825396825396825,Adam Sandler,0.6582278481012657,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,1.0,0.1588103838763606,0.1574768946340868,joy,feel like supporting teenager team significant killing us
Richard E. Grant,0.1785714285714285,Emily Watson,0.670886075949367,alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife,0.0,0.0003055627004412,0.0015771479838249,sad,warm believe behavior people church makes feel ashamed understand value new style worship miss old rituals much sometimes
Marc Forster,0.2103174603174603,Will Ferrell,0.7594936708860758,author|fate|novelist|professor|writer,1.0,0.0527768369045812,0.1106500986235315,joy,moved forward feel trusting feet hands know go
James DeMonaco,0.2023809523809523,Frank Grillo,0.5696202531645568,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,0.0,0.1036737377625512,0.0104103602939827,joy,feeling dont even think god perfect act righteous would
Joel Coen,0.2063492063492063,Jennifer Jason Leigh,0.721518987341772,art deco|board of directors|industry|mail|stock,0.0,0.0037720298022028,0.0387445783688679,sad,expected various landmarks made feel weepy
Barbet Schroeder,0.2142857142857142,Ryan Gosling,0.5696202531645568,disposing of a dead body|high school student|murder|sociopath|teenage boy,1.0,0.0419118121762666,0.0257841502841529,anger,feel easily distracted
Joe Nussbaum,0.1626984126984126,Steve Carell,0.4683544303797467,best friend|party|rival|scavenger hunt|sleepover,1.0,0.0106108292030105,0.0075164564887655,sad,really wasnt feeling anything sentimental quilt felt fine slapping red border
Terry George,0.2261904761904761,Don Cheadle,0.8227848101265821,atrocity|central africa|ethnic warfare|united nations peace keeping force|united nations soldier,0.0,0.0308639326646695,0.1565477680544977,joy,acknowledged negative feelings nipped bud accepted depending validity life probably would easier
Howard Deutch,0.2202380952380952,Keanu Reeves,0.6202531645569619,coach|football player|misfits|strike|sumo wrestler,1.0,0.058824505543175,0.0285940184369487,fear,feel helpless well protected
Anthony Bell,0.1646825396825396,Kevin Sussman,0.4683544303797467,arranged marriage|geese|idaho|national park|park,1.0,0.0329744733370804,0.0064985598538016,anger,like prepare friday encounters plenty coffee deep breathing im already feeling quite agitated tiptoe towards oprah room hes sitting sofa talking someone phone
0,0.0714285714285714,Julie Benz,0.6835443037974682,alien|alien invasion|planet invasion|post apocalypse|year 2046,1.0,0.0637309136648861,0.0198430663781048,sad,feel bad updating page
Brad Furman,0.238095238095238,Joseph Gilgun,0.721518987341772,0,0.0,0.0196520805567851,0.0015244777509692,fear,feel threatened appellation
Jeannot Szwarc,0.1904761904761904,Teresa Wright,0.721518987341772,hotel|love|love across time|time travel|time travel romance,1.0,0.0637309136648861,0.0124538469687097,fear,feel like frightened arrival really iron incorrigible
Phil Joanou,0.2341269841269841,Dwayne Johnson,0.670886075949367,alliterative title|football|football coach|football practice|football team,1.0,0.0505349677288039,0.0195661038053355,fear,feel though see nipples etc tshirts much im feeling really paranoid im starting look like little moobs
Paul Fox,0.1448412698412698,Dov Tiefenbach,0.5696202531645568,brain tumor|champagne|game|psychiatrist|weekend,0.0,0.0637309136648861,0.0028305811657165,fear,think worthless therefore feel insecure
Jonathan Meyers,0.2063492063492063,Justin Baldoni,0.4683544303797467,0,1.0,0.0637309136648861,0.0001195436745713,love,im feeling generous enough give rest supporters ebooks
Scott Cooper,0.2083333333333333,Jeff Bridges,0.721518987341772,country music|country western singer|journalist|musician|singer,1.0,0.051888824481112,0.0400974340127793,sad,say days end feel beyond exhausted
James Melkonian,0.1488095238095238,Vincent Pastore,0.3797468354430378,critically bashed|mafia|police|telephone|unemployment,1.0,0.0099370217788643,0.0012569839841066,sad,spent weekend feeling depressed christmas music playing
Peter Cattaneo,0.1984126984126984,James Nesbitt,0.5822784810126581,escape|prison|prison escape|sadism|solitary confinement,0.0,7.085422327579582e-05,0.0011451337143344,joy,steer great white shark nexus express lane past long lineup vehicles smile better feel supporting uncle sams economy
David Ray,0.1587301587301587,Nicole Muñoz,0.6582278481012657,death|high school|prostitute|suicide|time travel,0.0,0.0637309136648861,0.0007261390529655,sad,ashamed family ashamed feeling ashamed
Antoine Fuqua,0.2222222222222222,Gerard Butler,0.6202531645569619,political thriller|politics|president|speaker of the house|u.s. president,1.0,0.1300381714981366,0.1202236531955148,joy,decide participate future ive done twice much better idea writing needs really want feel successful end month
Stephen Sommers,0.2003968253968253,Curtis Armstrong,0.5822784810126581,boy|lesson|mississippi river|river|slave,1.0,0.0316932419992656,0.0037750945549039,joy,feel movie stayed faithful book
Chris Paine,0.1686507936507936,Ed Begley Jr.,0.7721518987341771,california|car|reference to ralph nader|technology|u.s. president,1.0,0.0022052671871142,0.0066743245634436,sad,certainly understand world live wants feel gloomy alone beneath mistletoe likely part contribute excessive consumption orgy christmas become
Karan Johar,0.240079365079365,Shah Rukh Khan,0.8101265822784809,airport|asperger's syndrome|autism|muslim|racial profiling,0.0,0.0052832964073933,0.0412804429507403,fear,discuss feelings amongst confused lives obvious lies terrible days within conflicted haze love consumingly rest earth
Chuck Russell,0.1845238095238095,Dwayne Johnson,0.4936708860759493,desert|king|showdown|sorceress|warrior,1.0,0.1187907167373912,0.0604370209006136,joy,facilitates overcoming impediments challenges confronting helping feel tranquil happier balanced throughout day
Mark Herman,0.1726190476190476,Richard Johnson,0.7848101265822783,boy|fence|jew|nazis|poison gas,0.0,0.0118735031379657,0.0783431246704411,joy,im really feeling friendly im like
Tony Scott,0.1805555555555555,Denzel Washington,0.6582278481012657,freight train|race against time|runaway train|train|train engineer,1.0,0.1072402475824995,0.0887357309533489,joy,dont know never thought im feeling awfully clever modern figured
Robert Schwentke,0.1765873015873015,Ryan Reynolds,0.5063291139240504,drug dealer|gold|partner|police|undead,1.0,0.0441702400832995,0.0542296268284412,love,see feel supportive reassuring see something value
Stephen Frears,0.1726190476190476,Roger Allam,0.721518987341772,monarchy|prime minister|princess diana|queen|speech,0.0,0.0742101848765185,0.0504971419001171,love,feel loving everyone grateful everything
Frank Coraci,0.2182539682539682,Bella Thorne,0.6202531645569619,blind date|children|date|daughter|son,1.0,0.0608540092864541,0.0515813201764275,sad,im young feel jaded world sure inevitability ultimate demise
Tony Krantz,0.2103174603174603,George Newbern,0.4683544303797467,birthday|birthday party|colonoscopy|hospital|surgery,1.0,0.0637309136648861,0.0037058539117116,joy,writing feeling giggly
Richard Fleischer,0.238095238095238,James Mason,0.7088607594936708,captain|expedition|sea|submarine|whale,1.0,0.0637309136648861,0.0130900323655621,suprise,inspired thought completely override feeling utterly overwhelmed say driven sense purpose sit idly accept education system
Troy Miller,0.1547619047619047,Elden Henson,0.2278481012658226,1980s|buddy|high school|prequel to cult favorite|teenager,1.0,0.0343138554992461,0.0181363141134327,anger,wouldnt feel selfish span style background color white font family arial sans sans serif font size
David O. Russell,0.1686507936507936,Lily Tomlin,0.6582278481012657,adoption|armpit fetish|mistaken identity|new mexico|overalls,1.0,0.0195794590870384,0.0089261249681167,sad,feel like despairing piece fruit suspended jello mold vicious cycles
Paul W.S. Anderson,0.1825396825396825,Connie Nielsen,0.5569620253164556,crash survivor|planet|sergeant|soldier|survivor,0.0,0.0191545875260806,0.0261830237329702,joy,feel productive
