director_name,duration,actor_1_name,imdb_score,plot_keywords,country_USA,gross,num_voted_users,emotion,cleaned_text
Bob Rafelson,0.22817460317460317,Anjelica Huston,0.6329113924050631,adultery|drifter|lunch wagon|murder|neo noir,1.0,0.0637309136648861,0.009917982386837415,joy,think shed feel triumphant
Tony Richardson,0.20238095238095236,Joely Richardson,0.5569620253164556,football|hotel|teenage girl|terrorist|wien,0.0,0.006705121143391217,0.0038999644327978172,fear,feel uncertain lot future holds confident sorted one important
Paul Gross,0.21230158730158727,Landon Liboiron,0.6202531645569619,battle|canadian armed forces|canadian soldier|directed by star|veteran,0.0,0.0637309136648861,0.0040828307468698186,anger,feel heartless heart hurts still feel feel much pain
Chris Stokes,0.1468253968253968,Kristen Quintrall,0.32911392405063283,motel|psychopath|psychopathic killer|road trip|vomiting,1.0,0.0637309136648861,0.0009208413744208471,sad,read article began feel hurt pain anger bitterness frustration
Todd Phillips,0.20039682539682538,Jon Heder,0.5443037974683543,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,1.0,0.02340953978001195,0.015443030633362512,joy,feel proud glad opportunity something honour humanity
Ken Loach,0.23809523809523808,Padraic Delaney,0.7468354430379746,civil war|colonialism|hatred|independence|rural ireland,0.0,0.0024042191663018464,0.021802517400410348,joy,hung feeling lump throat never pleasant feeling
Paul W.S. Anderson,0.1845238095238095,Milla Jovovich,0.6455696202531644,amnesia|quarantine|special forces|virus|zombie,0.0,0.05198069762911763,0.1175883661516228,sad,feeling rotten wanted someone make feel better knew noncommittal responses
Akiva Goldsman,0.22023809523809523,Matt Bomer,0.5822784810126581,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,1.0,2.8573114443417036e-05,0.02443129464024159,fear,fathom fears heartaches tending sick child must feel helpless
Quentin Tarantino,0.3134920634920635,Leonardo DiCaprio,0.8734177215189871,dynamite|historically inaccurate|ku klux klan|n word|slavery,1.0,0.2140734117813165,0.565269366815031,sad,feel always real rejected denied placed second best
Garth Jennings,0.20238095238095236,Zooey Deschanel,0.6582278481012657,alien|friend|galaxy|hyperspace|spaceship,1.0,0.06708487458636801,0.09216698949376805,joy,feel resolved
Vincent Ward,0.2103174603174603,Robin Williams,0.6835443037974682,heaven|hell|soul|soul mate|suicide,1.0,0.07278080595080696,0.04944787984558745,sad,touchy person feeling needy eew actions directed people matter
Christopher Barnard,0.02976190476190474,Mathew Buck,0.7088607594936708,0,0.0,0.0637309136648861,5.918003691610108e-07,fear,feel distressed china lost much cultural revolution
James Bidgood,0.11507936507936507,Don Brooks,0.6455696202531644,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,1.0,9.87501562217663e-06,0.0004722566945937201,fear,conscious lack passion feelings loneliness doubtful overwhelmed
Christian E. Christiansen,0.16666666666666666,Leighton Meester,0.4050632911392404,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,1.0,0.04904554187054881,0.017246246358208484,sad,feel regretful enough
Mike Barker,0.18055555555555555,Gerard Butler,0.6455696202531644,daughter|gun|nanny|sociopath|suburb,0.0,0.0637309136648861,0.015058360393405211,joy,would feel way wonderful day drinking laughing friends someone consumed past body perfection restrictive eating weekends like true measure recovery
Rick Rosenthal,0.17261904761904762,Jamie Lee Curtis,0.31645569620253156,cult film|halloween|killer|michael myers|serial killer,1.0,0.03978793826039248,0.015919429930540387,sad,dont know well ever resolve differences earth feel less burdened need
David Gordon Green,0.15873015873015872,Ari Graynor,0.5189873417721518,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,1.0,0.0401548220465249,0.03562460682262973,fear,feel uncomfortable telling story
Richard Loncraine,0.19246031746031744,Robert Downey Jr.,0.7468354430379746,1930s|abuse of power|england|king|murder,0.0,0.0034178323210933836,0.006869026884898967,fear,suddenly feel anxious depressed
Ridley Scott,0.23214285714285712,Michael Fassbender,0.6835443037974682,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,1.0,0.16628971807877072,0.27001187743340915,sad,feel seriously doomed
Brandon Cronenberg,0.20039682539682538,Sarah Gadon,0.5189873417721518,celebrity|injection|near future|scalpel|stabbed in the mouth,0.0,0.0637309136648861,0.005533925252062567,joy,think much emotion feeling therefore convinced really experiencing emotion
Nathan Frankowski,0.1884920634920635,Corbin Bleu,0.6329113924050631,character name in title|depression|drugs|one word title,1.0,0.0637309136648861,0.0012492905793074632,joy,feel sweet sense optimism touched anxiety coming days
Mark Rosman,0.1845238095238095,Ben Feldman,0.4936708860759493,e mail|moving|perfect man|secret admirer|suitor,1.0,0.02136350360378768,0.013920328283500781,sad,feel isolated way lot jets working city closer center hand lot stores around
Danny Cannon,0.22023809523809523,Sean Pertwee,0.6582278481012657,barrio|border|newcastle united|party|soccer,1.0,0.005627649115937709,0.03013092399567039,anger,clues know neighborhood police pulled boy feels dangerous
James Bobin,0.2103174603174603,Johnny Depp,0.6075949367088607,clock|dark fantasy|mad hatter|queen|sequel,1.0,0.10104587118851319,0.012633162480566756,anger,im trying best stop strong feelings dangerous
Steven Zaillian,0.21428571428571427,Robert Duvall,0.6202531645569619,1980s|law firm|lawsuit|lawyer|toxic waste,1.0,0.07455857700556774,0.013787173200438638,joy,feel need say something way acknowledgement reality useful thoughts contribute public discussion simply pay respect dead dying
Peter Stebbings,0.1746031746031746,Michael Kelly,0.6582278481012657,gun running|organized crime|pimp|superhero|vigilante,0.0,4.850065928418967e-05,0.018837597550893353,sad,feel unfortunate fate nin
Mark Piznarski,0.17658730158730157,Bruce Greenwood,0.44303797468354417,diner|love|private school|school|small town,1.0,0.013797968798963757,0.004378139131083189,sad,know must make feel unhappy
Mike Nichols,0.2698412698412698,Maura Tierney,0.6455696202531644,campaigning|candidate|election|governor|president,0.0,0.05123612539595165,0.014164741835965958,sad,feeling shitty today finally got
Spike Lee,0.25595238095238093,Denzel Washington,0.670886075949367,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,1.0,0.028341510481811015,0.021365768727966528,sad,feel children towns karnataka deprived good entertainment
Ang Lee,0.251984126984127,Jake Gyllenhaal,0.7721518987341771,gay relationship|homosexuality|mountain|ranch|rodeo,1.0,0.10917103535736064,0.15376867352089854,joy,im going honest saying went appointment already discouraged defeated feeling hopeful
Justin Kerrigan,0.18253968253968253,Danny Dyer,0.6962025316455694,friday|friend|hip hop|techno rave|weekend,0.0,0.00013614109420216625,0.011356057283908531,joy,ive pulau payar already langkawi kota kinabalu corrected secretly feeling smug
John McTiernan,0.24404761904761904,F. Murray Abraham,0.5822784810126581,action hero|hero|magic|ticket|video store,1.0,0.06576638511704128,0.06304035072457077,sad,love month may colors popping everywhere buds turning blossoms finally wearing sandals feel ludicrous
Jon Favreau,0.19642857142857142,Scarlett Johansson,0.7848101265822783,fire|jungle|remake|tiger|wolf,0.0,0.4768467793338714,0.0627704897562315,joy,feeling shes really keen
Rakesh Roshan,0.3194444444444444,Naseeruddin Shah,0.5949367088607593,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,0.0,0.0637309136648861,0.007341875379861855,sad,feel ugly aged fat indulgent unappreciated seriously
Randall Miller,0.20436507936507936,Alan Rickman,0.6582278481012657,airport|california|flat tire|overalls|wine,1.0,0.005312083853067938,0.00723653491415048,sad,think im going bad touch ever loving crap dry hump starts feel dirty feels bad existing
Curtis Hanson,0.1845238095238095,Tom Cruise,0.4050632911392404,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,0.0,0.0637309136648861,0.0018399073477342043,sad,feel vinod blamed eventual downfall
Jonathan Kesselman,0.15873015873015872,Judy Greer,0.5822784810126581,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,1.0,2.4744080423189097e-05,0.0024719501420024936,sad,im feeling way part suffering dying
Jonathan Dayton,0.18650793650793648,Steve Carell,0.7974683544303797,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,1.0,0.07874927459726287,0.21056553035077782,sad,feel pretty lame amp ms feeling quickly replaced euphoria get evil white stuff
Gary Halvorson,0.13095238095238093,Vanessa Williams,0.531645569620253,based on tv series|blanket|box office flop|rescue|sesame street,1.0,0.015297381440661055,0.00120727275309674,fear,feel like soda shaken turbulently flew violently container moment felt air exchanging freedom
Kimberly Peirce,0.22023809523809523,Alicia Goranson,0.7594936708860758,drinking|female dressed as male|love|nebraska|transgender,1.0,0.015165215336102808,0.04589175142727454,joy,feeling fine toothache last three days hopefully go dentist today
Florent-Emilio Siri,0.2103174603174603,Jimmy Bennett,0.6329113924050631,california|hostage|hostage negotiator|organized crime|police,1.0,0.045543048713125964,0.05550199762214611,sad,ive years literally overwhelming exhaustion months feeling isolated lonely days want run front door never come back ive also shared many wonderful memories kids
John Erick Dowdle,0.16269841269841268,Andrew Fiscella,0.5569620253164556,apartment building|found footage|television|trapped|virus,1.0,0.04167110636937377,0.0339936050052108,sad,feel like house dirty moment probably dont need know
David O. Russell,0.1845238095238095,Jake Gyllenhaal,0.3037974683544303,health insurance|long delayed release|nail in the head|waitress|washington d.c.,1.0,0.0637309136648861,0.002959593646194511,sad,im glad exist get good ideas sure make feel like lousy mother
Roland Joffé,0.20238095238095236,Tamsin Egerton,0.3670886075949366,1770s|british india|great barrier reef|india|ring,0.0,0.0637309136648861,0.0012623101874290957,fear,feel really scared instead
Richard Wallace,0.1746031746031746,Judith Anderson,0.5822784810126581,engineer|ethics|mountain|railroad|south america,1.0,0.0637309136648861,0.0005823315632584244,sad,gave proper credit sue poor jokers appear happier worldly human upset usually feel devastated anyone else
Steven Spielberg,0.26785714285714285,Tom Hanks,0.7594936708860758,cia|cold war|lawyer|negotiation|spy,1.0,0.09507541964943969,0.10540733915309815,joy,feel perfectly safe village pc communication
Justin Zackham,0.16269841269841268,Robin Williams,0.5063291139240504,adoption|divorce|family relationships|farce|wedding,1.0,0.028643739871386485,0.022185412239260155,sad,feel exhausted also top world
Vondie Curtis-Hall,0.19246031746031744,Mariah Carey,0.06329113924050633,cult film|disc jockey|female protagonist|music business|one word title,1.0,0.005618175149551846,0.011485069764386513,anger,run feel like something life god uses teach maybe stubborn prideful takes miles learn something
Colin Trevorrow,0.23214285714285712,Bryce Dallas Howard,0.6835443037974682,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,1.0,0.8575570731919038,0.24749624058815486,sad,yet feel homesick although miss chipotle best friend angela luckily talk daily
Jerry Zucker,0.20833333333333331,Corinna Harney,0.6075949367088607,casino|locker|money|museum|race,0.0,0.07443276851759181,0.05525166606598928,fear,im also feeling little suspicious im sure
Dennis Dugan,0.1349206349206349,Jon Lovitz,0.5063291139240504,baseball|baseball team|bully|millionaire|team,1.0,0.07580629114655041,0.02405431780508345,fear,feel like agitated bossy time turn kinda getting old dunno talking loud right
Breck Eisner,0.19642857142857142,Vin Diesel,0.5569620253164556,box office flop|burned to death|magic|witch|witch hunter,1.0,0.03596999949741299,0.03476649628734039,joy,certainly feel important cultivate
Michael Curtiz,0.26190476190476186,Gene Tierney,0.6329113924050631,afterlife|egypt|pharaoh|princess|pyramid,1.0,0.0637309136648861,0.0014753583203285167,joy,feel considerate needs much
Morten Tyldum,0.1845238095238095,Aksel Hennie,0.7594936708860758,art thief|male frontal nudity|male nudity|male star appears nude|painting,0.0,0.0015726797349686766,0.04695817569250999,joy,guess time start feeling festive
Gabe Ibáñez,0.20238095238095236,Birgitte Hjort Sørensen,0.5696202531645568,child hitman|dystopia|future|robot|self repair,0.0,0.0637309136648861,0.02463842476944937,joy,feel privileged raising two smart precious girls
Dave Green,0.20833333333333331,Stephen Amell,0.5949367088607593,based on comic book|brother brother relationship|rat|sequel|turtle,1.0,0.10734701214887012,0.010373076870725348,sad,feel quite pathetic
Don Scardino,0.1845238095238095,Steve Buscemi,0.5443037974683543,magic|magic kit|magician|stage magician|vegas,1.0,0.0296187352720092,0.035857776168080766,joy,really admire piece feel though need picture posts isnt divine
Steven Spielberg,0.2837301587301587,Joseph Gordon-Levitt,0.7341772151898733,cultural conflict|politics|president|slavery|u.s. president,1.0,0.23958249953991761,0.11682553547576902,joy,feel confidence pour words throughout showing knowledge topic thereby convinced position topic right one
Evan Goldberg,0.20833333333333331,James Franco,0.6329113924050631,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,1.0,0.008026841360172503,0.1461835681893098,sad,feel bad cant either physically emotionally
Bob Clark,0.17261904761904762,Zack Ward,0.8227848101265821,bb gun|boy|bully|christmas|tongue stuck on a pole,1.0,0.0637309136648861,0.06208163412652336,sad,feel dirty inadequate
Robert Luketic,0.23015873015873015,Kevin Spacey,0.6582278481012657,based on true story|blackjack|card counting|gambling|massachusetts institute of technology,1.0,0.10671676130161942,0.11330905768219016,sad,feel like ive caused someone feel like ignored
Richard Lester,0.18253968253968253,Buster Keaton,0.6835443037974682,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,1.0,0.0637309136648861,0.004023650709953308,sad,highest weight feeling miserable prednisone
Len Wiseman,0.25,Sophia Myles,0.6835443037974682,blood|death|hybrid|vampire|werewolf,0.0,0.06769609597608418,0.12314596341845196,love,feel like people accepted community opening interactions
Billy Wilder,0.2242063492063492,Nehemiah Persoff,0.8481012658227848,all girl band|band|cross dressing|musician|yacht,1.0,0.03287194016888191,0.10367809847439782,love,feel owe loyal reader friend
Stephen Frears,0.17261904761904762,Roger Allam,0.721518987341772,monarchy|prime minister|princess diana|queen|speech,0.0,0.0742101848765185,0.05049714190011711,love,feel loving everyone grateful everything
David Lynch,0.16269841269841268,Hal Landon Jr.,0.7341772151898733,apartment|baby|deformed baby|factory|surrealism,1.0,0.0637309136648861,0.04132305257732019,joy,feel long soulmate even casual player
Don Coscarelli,0.17857142857142855,Angus Scrimm,0.6202531645569619,cemetery|female nudity|mortuary|sphere|tall man,1.0,0.009575385820607865,0.005620328105960672,fear,leave option spanking feel little helpless
Gil Junger,0.17857142857142855,Joseph Gordon-Levitt,0.7088607594936708,dating|protective father|school|shrew|teen movie,1.0,0.050197409188797504,0.13143531118934712,joy,im feeling amused background noise mock week
Bruce Beresford,0.19444444444444442,Bruce Greenwood,0.6075949367088607,blood|murder|sex scene|wrongful arrest|wrongful conviction,1.0,0.15349601995976553,0.033520164709878744,joy,feel positive energies least dozen women place
Peter Jackson,0.3551587301587301,Aidan Turner,0.7974683544303797,dwarf|elf|lake town|mountain|sword and sorcery,1.0,0.33971451889990284,0.28615619150423227,sad,ive feeling really ugly lately havent going
Nicholas Meyer,0.20436507936507936,Leonard Nimoy,0.7088607594936708,captain|explosion|klingon|moon|peace,1.0,0.0984717557314663,0.03284965489161472,joy,honestly feel respected text
James Algar,0.2242063492063492,Leopold Stokowski,0.7848101265822783,apprentice|classical music|disney|mouse|orchestra,1.0,0.10045859835532522,0.042204835127376154,anger,feel rude worh time
Franklin J. Schaffner,0.22023809523809523,Frank Langella,0.4556962025316455,bat|curse|egyptologist|mummy|murder,1.0,0.001050984369038957,0.0005249269274494178,sad,also kind need stop feeling guilty feeling tired
Beto Gómez,0.19444444444444442,Jaime Camil,0.5569620253164556,conflicted hero|flashback|mission|rescue|rescue mission,0.0,0.0018291119315874266,0.0009391871858649634,joy,ate great whats even better feel terrific
Khalid Mohamed,0.31746031746031744,Karisma Kapoor,0.5822784810126581,mumbai riots|politician|riot|suicide|tragic event,0.0,0.0008024534998334748,0.0016037790004373373,joy,could feel peace welcomed week packing saying good bye dealing overwhelming feeling displacement
Huck Botko,0.15674603174603174,Matt Bennett,0.37974683544303783,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,1.0,0.0007028591678420876,0.0020488128780494635,love,cant tell exactly feel whether sympathetic empathetic
Sam Mendes,0.21825396825396823,Tom Hanks,0.7721518987341771,1930s|blood|gun|on the run|revenge,1.0,0.13682194825863672,0.11856957116369848,sad,feel lonely think id like mate
0,0.10119047619047618,Shirley Henderson,0.8734177215189871,caravan|police|police sergeant|tied to a chair|yorkshire,0.0,0.0637309136648861,0.007600492141187,joy,received many emails cards phone calls wishing well feel special
David Fincher,0.2242063492063492,Andrew Garfield,0.7721518987341771,competitiveness|creator|entrepreneur|facebook|intellectual property,1.0,0.12743789974138847,0.2837375033954546,joy,love feel fucking invigorated um allowed condoms nightstand
Marco Kreuzpaintner,0.18055555555555555,Alicja Bachleda,0.7341772151898733,friend|friendship|rowing|storm|summer camp,0.0,0.0001239899597994254,0.006550638286288157,sad,longer crying feeling sorry
Neil Jordan,0.20634920634920634,Tony Curran,0.6582278481012657,celtic mythology|cottage|fisherman|irish|selkie,0.0,0.0007208537868553383,0.009976570623384758,anger,trying say feeling bit cranky please give pizza
Rob Cohen,0.19047619047619047,Dennis Quaid,0.6075949367088607,dragon|england|human dragon relationship|king|knight,1.0,0.06747703236388179,0.04636045731965327,joy,think wherever pick feel eager willing go spirit
Mike Mitchell,0.1845238095238095,Michael Angarano,0.5822784810126581,coming of age|friend|high school|sidekick|superpower,1.0,0.08407403292111407,0.03628683143572545,anger,feeling bit impatient maybe cause meds working well today
Baz Luhrmann,0.2242063492063492,Leonardo DiCaprio,0.6582278481012657,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,1.0,0.06093056498346337,0.0992715529255947,fear,often feel helpless
Andrew Adamson,0.16468253968253968,Kathleen Freeman,0.7974683544303797,donkey|fairy tale|ogre|princess|swamp,1.0,0.3519388441308152,0.27643468683995764,joy,wonder season also feel hopeful
Ole Christian Madsen,0.07539682539682539,Lars Mikkelsen,0.721518987341772,danish|double agent|nazi|nazi occupation|resistance,0.0,0.00018985802338956914,0.00842842085764893,sad,feel like sort missed whole years gone late give sibling dog grow almost missed giving yard
Bille August,0.22023809523809523,Terry Pheto,0.6962025316455694,african national congress|father daughter relationship|film starts with text|nelson mandela|violence,0.0,0.0637309136648861,0.006018609754408766,sad,way act whatever makes cameron feel needy soon steps house relies soothing sleeping mechanism
Kevin Tenney,0.18055555555555555,Kathleen Wilhoite,0.5189873417721518,evil spirit|hatchet|ouija|ouija board|psychopathic killer,0.0,0.00968915494200101,0.002534680981133991,joy,ive never experienced extremes vanity feeling hey know face acceptable like tidal wave compared peoples ripple pond
Don Michael Paul,0.1706349206349206,Jeffrey Jones,0.050632911392405,2000s|golf caddy|golf course|golfer|question mark in title,1.0,0.007486585961552085,0.008172763098169611,joy,im talking feeling casual relax
Alex Ranarivelo,0.18650793650793648,Lea Thompson,0.4050632911392404,0,1.0,0.0637309136648861,9.291265795891707e-05,anger,started feel grumpy
Jon M. Chu,0.22817460317460317,Channing Tatum,0.531645569620253,general|gi joe|martial arts|ninja|president,1.0,0.16109205160045167,0.08660820862620053,joy,feel smart talking stuff already know href http spiralsandspatulas
