director_name,duration,actor_1_name,imdb_score,plot_keywords,country_USA,gross,num_voted_users,emotion,cleaned_text
Rob Reiner,-0.3651953853366926,Robin Wright,1.4736498089513363,fairy tale|giant|pirate|princess|true love,1.0,-0.2572964447951648,1.520130858292092,joy,think hope thats reviewing sort book read far books always intrigued enough make authors goal feel like vital rewarding part reading
Patrick Ryan Sims,-1.0399341778282978,Claire Gordon-Harper,-2.526334873898837,android|artificial intelligence|home invasion|security system|tech noir,1.0,0.0,-0.6034970757040002,sad,finish reading book feel listless directionless find next book
Bradley Parker,-0.8414815918013551,Jesse McCartney,-1.2818951947898942,abandoned building|chernobyl disaster|exploration|tour guide|van,1.0,-0.4435033204936551,-0.224061666572291,joy,feel glad
John Whitesell,0.2301623727441353,Brandon T. Jackson,-1.8152264858365836,fbi agent|murder|performing arts school|scene during end credits|undercover,1.0,-0.1542343264627165,-0.4621683808427005,fear,feel like suspicious neer well lurking baggage claim
Matt Birch,0.0,Rupert Grint,0.9403185179046468,0,0.0,0.0,-0.6014749993339867,anger,feel resentful show resentment eating tempura sundaes
Boaz Yakin,-0.5239574541582468,Jason Statham,0.0514330328268305,bodyguard|gang war|russian|russian mafia|triad,1.0,-0.4580100554661392,-0.004124752826717,sad,feel bad youre
Peter Segal,0.0714003039225811,Larry Miller,-1.9041150343443656,alter ego|marriage|professor|scientist|serum,1.0,1.0934297525323238,-0.3197564307831793,joy,feel successful children made major jumps l areas curriculum
Martin Scorsese,1.262115820084237,Richard E. Grant,0.6736528723813021,19th century|countess|lawyer|love|new york,1.0,-0.2406087393724359,-0.3423170257114726,anger,admit feel little envious hear young writers well
Shane Carruth,-1.198696246649852,Shane Carruth,0.4958757753657387,changing the future|independent film|invention|nonlinear timeline|time travel,1.0,-0.7019331679435843,-0.0796493052467207,fear,going dentist
Maggie Carey,-0.1270522821043614,Donald Glover,-0.5707868067276411,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,1.0,-0.6577723150098884,-0.3910635096314406,joy,forget good feels admired nice feel embraced many people come people often known entire life
F. Gary Gray,0.1507813383333582,Jason Statham,0.4958757753657387,gold|heist|revenge|traffic jam|venice italy,1.0,0.8423961761296503,1.4584575290066808,joy,might feeling trust god perfect plan
Jon M. Chu,0.3095434071549123,Usher Raymond,-4.30410584405447,boyhood friend|manager|plasma tv|prodigy|star,1.0,0.3584282319705784,-0.0672857525843525,joy,feel resolved waking issues also like make decision without flip flopping
Bob Rafelson,0.5873770275926321,Anjelica Huston,0.1403215813346118,adultery|drifter|lunch wagon|murder|neo noir,1.0,0.0,-0.4831618665842334,joy,think shed feel triumphant
Tony Richardson,0.0714003039225811,Joely Richardson,-0.3930097097120777,football|hotel|teenage girl|terrorist|wien,0.0,-0.6336264053842823,-0.5565993473223303,fear,feel uncertain lot future holds confident sorted one important
Paul Gross,0.2698528899495238,Landon Liboiron,0.0514330328268305,battle|canadian armed forces|canadian soldier|directed by star|veteran,0.0,0.0,-0.554367841613994,anger,feel heartless heart hurts still feel feel much pain
Chris Stokes,-1.0399341778282978,Kristen Quintrall,-1.993003582852147,motel|psychopath|psychopathic killer|road trip|vomiting,1.0,0.0,-0.5929533917746442,sad,read article began feel hurt pain anger bitterness frustration
Todd Phillips,0.0317097867171926,Jon Heder,-0.481898258219859,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,1.0,-0.4480198532128834,-0.4157400630469265,joy,feel proud glad opportunity something honour humanity
Ken Loach,0.7858296136195747,Padraic Delaney,0.9403185179046468,civil war|colonialism|hatred|independence|rural ireland,0.0,-0.6814146944926903,-0.3381356606463376,joy,hung feeling lump throat never pleasant feeling
Paul W.S. Anderson,-0.2858143509259156,Milla Jovovich,0.2292101298423939,amnesia|quarantine|special forces|virus|zombie,0.0,-0.1305592929098946,0.8307328067412797,sad,feeling rotten wanted someone make feel better knew noncommittal responses
Akiva Goldsman,0.4286149587710779,Matt Bomer,-0.2152326126965142,black and white photograph|drawing with blood|falling through ice|playing piano|red haired woman,1.0,-0.7078110320400736,-0.3060568633763379,fear,fathom fears heartaches tending sick child must feel helpless
Quentin Tarantino,2.294069267424339,Leonardo DiCaprio,1.8292040029824632,dynamite|historically inaccurate|ku klux klan|n word|slavery,1.0,1.6704893074848552,6.2937548705027515,sad,feel always real rejected denied placed second best
Garth Jennings,0.0714003039225811,Zooey Deschanel,0.3180986783501752,alien|friend|galaxy|hyperspace|spaceship,1.0,0.0372666140795306,0.520517404775925,joy,feel resolved
Vincent Ward,0.2301623727441353,Robin Williams,0.4958757753657387,heaven|hell|soul|soul mate|suicide,1.0,0.1005553884425464,-0.0007811051148732,sad,touchy person feeling needy eew actions directed people matter
Christopher Barnard,-3.381674692946221,Mathew Buck,0.6736528723813021,0,0.0,0.0,-0.6041831373295405,fear,feel distressed china lost much cultural revolution
James Bidgood,-1.674982453114514,Don Brooks,0.2292101298423939,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,1.0,-0.70801879082114,-0.5984274413763236,fear,conscious lack passion feelings loneliness doubtful overwhelmed
Christian E. Christiansen,-0.6430290057744124,Leighton Meester,-1.4596722918054577,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,1.0,-0.1631724686381218,-0.3937355391203869,sad,feel regretful enough
Mike Barker,-0.3651953853366926,Gerard Butler,0.2292101298423939,daughter|gun|nanny|sociopath|suburb,0.0,0.0,-0.4204341689058865,joy,would feel way wonderful day drinking laughing friends someone consumed past body perfection restrictive eating weekends like true measure recovery
Rick Rosenthal,-0.5239574541582468,Jamie Lee Curtis,-2.081892131359929,cult film|halloween|killer|michael myers|serial killer,1.0,-0.2660357843169855,-0.4099265934831378,sad,dont know well ever resolve differences earth feel less burdened need
David Gordon Green,-0.8017910745959664,Ari Graynor,-0.6596753552354224,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,1.0,-0.2619592560598247,-0.1694656045819269,fear,feel uncomfortable telling story
Richard Loncraine,-0.1270522821043614,Robert Downey Jr.,0.9403185179046468,1930s|abuse of power|england|king|murder,0.0,-0.6701522107757178,-0.5203680717924816,fear,suddenly feel anxious depressed
Ridley Scott,0.6667580620034091,Michael Fassbender,0.4958757753657387,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,1.0,1.1395539405574202,2.6907469773995065,sad,feel seriously doomed
Brandon Cronenberg,0.0317097867171926,Sarah Gadon,-0.6596753552354224,celebrity|injection|near future|scalpel|stabbed in the mouth,0.0,0.0,-0.5366602299737331,joy,think much emotion feeling therefore convinced really experiencing emotion
Nathan Frankowski,-0.2064333165151385,Corbin Bleu,0.1403215813346118,character name in title|depression|drugs|one word title,1.0,0.0,-0.5889453475412246,joy,feel sweet sense optimism touched anxiety coming days
Mark Rosman,-0.2858143509259156,Ben Feldman,-0.8374524522509859,e mail|moving|perfect man|secret admirer|suitor,1.0,-0.4707538213052781,-0.4343215005470862,sad,feel isolated way lot jets working city closer center hand lot stores around
Danny Cannon,0.4286149587710779,Sean Pertwee,0.3180986783501752,barrio|border|newcastle united|party|soccer,1.0,-0.6455984393967888,-0.2365046579491954,anger,clues know neighborhood police pulled boy feels dangerous
James Bobin,0.2301623727441353,Johnny Depp,-0.0374555156809508,clock|dark fantasy|mad hatter|queen|sequel,1.0,0.414614884902317,-0.4500287009212981,anger,im trying best stop strong feelings dangerous
Steven Zaillian,0.3095434071549123,Robert Duvall,0.0514330328268305,1980s|law firm|lawsuit|lawyer|toxic waste,1.0,0.1203086024395234,-0.4359463833444185,joy,feel need say something way acknowledgement reality useful thoughts contribute public discussion simply pay respect dead dying
Peter Stebbings,-0.4842669369528582,Michael Kelly,0.3180986783501752,gun running|organized crime|pimp|superhero|vigilante,0.0,-0.7075896126077906,-0.374316384266936,sad,feel unfortunate fate nin
Mark Piznarski,-0.4445764197474697,Bruce Greenwood,-1.1930066462821127,diner|love|private school|school|small town,1.0,-0.5548161799543639,-0.5507642126545771,sad,know must make feel unhappy
Mike Nichols,1.4208778889057911,Maura Tierney,0.2292101298423939,campaigning|candidate|election|governor|president,0.0,-0.1388324024413769,-0.4313389379013163,sad,feeling shitty today finally got
Spike Lee,1.1430442684680715,Denzel Washington,0.4069872268579574,basketball|basketball player|female nudity|porn actor in mainstream movie|prison,1.0,-0.3932196175815485,-0.3434652762215874,sad,feel children towns karnataka deprived good entertainment
Ang Lee,1.0636632340572945,Jake Gyllenhaal,1.1180956149202104,gay relationship|homosexuality|mountain|ranch|rodeo,1.0,0.504895411271563,1.2722387387310816,joy,im going honest saying went appointment already discouraged defeated feeling hopeful
Justin Kerrigan,-0.3255048681313041,Danny Dyer,0.5847643238735201,friday|friend|hip hop|techno rave|weekend,0.0,-0.7066158200257329,-0.4656131323730449,joy,ive pulau payar already langkawi kota kinabalu corrected secretly feeling smug
John McTiernan,0.9049011652357404,F. Murray Abraham,-0.2152326126965142,action hero|hero|magic|ticket|video store,1.0,0.0226165810673348,0.1650869308368044,sad,love month may colors popping everywhere buds turning blossoms finally wearing sandals feel ludicrous
Jon Favreau,-0.0476712476935844,Scarlett Johansson,1.2069841634279916,fire|jungle|remake|tiger|wolf,0.0,4.59022329014347,0.161793835034211,joy,feeling shes really keen
Rakesh Roshan,2.4131408190405046,Naseeruddin Shah,-0.1263440641887329,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,0.0,0.0,-0.5145979324366217,sad,feel ugly aged fat indulgent unappreciated seriously
Randall Miller,0.1110908211279697,Alan Rickman,0.3180986783501752,airport|california|flat tire|overalls|wine,1.0,-0.649104756000823,-0.5158833952718445,sad,think im going bad touch ever loving crap dry hump starts feel dirty feels bad existing
Curtis Hanson,-0.2858143509259156,Tom Cruise,-1.4596722918054577,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,0.0,0.0,-0.5817380896223908,sad,feel vinod blamed eventual downfall
Jonathan Kesselman,-0.8017910745959664,Judy Greer,-0.2152326126965142,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,1.0,-0.7078535772981935,-0.5740253126110537,sad,im feeling way part suffering dying
Jonathan Dayton,-0.246123833720527,Steve Carell,1.2958727119357738,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,1.0,0.1668723858376668,1.9653270796571685,sad,feel pretty lame amp ms feeling quickly replaced euphoria get evil white stuff
Gary Halvorson,-1.357458315471406,Vanessa Williams,-0.5707868067276411,based on tv series|blanket|box office flop|rescue|sesame street,1.0,-0.5381558688856787,-0.5894580883350495,fear,feel like soda shaken turbulently flew violently container moment felt air exchanging freedom
Kimberly Peirce,0.4286149587710779,Alicia Goranson,1.0292070664124282,drinking|female dressed as male|love|nebraska|transgender,1.0,-0.5396243961966024,-0.044176308355627,joy,feeling fine toothache last three days hopefully go dentist today
Florent-Emilio Siri,0.2301623727441353,Jimmy Bennett,0.1403215813346118,california|hostage|hostage negotiator|organized crime|police,1.0,-0.2020894577949909,0.0730968994038337,sad,ive years literally overwhelming exhaustion months feeling isolated lonely days want run front door never come back ive also shared many wonderful memories kids
John Erick Dowdle,-0.7224100401851894,Andrew Fiscella,-0.3930097097120777,apartment building|found footage|television|trapped|virus,1.0,-0.2451114799475483,-0.1893686134239168,sad,feel like house dirty moment probably dont need know
David O. Russell,-0.2858143509259156,Jake Gyllenhaal,-2.1707806798677107,health insurance|long delayed release|nail in the head|waitress|washington d.c.,1.0,0.0,-0.5680746307221569,sad,im glad exist get good ideas sure make feel like lousy mother
Roland Joffé,0.0714003039225811,Tamsin Egerton,-1.7263379373288024,1770s|british india|great barrier reef|india|ring,0.0,0.0,-0.5887864701121521,fear,feel really scared instead
Richard Wallace,-0.4842669369528582,Judith Anderson,-0.2152326126965142,engineer|ethics|mountain|railroad|south america,1.0,0.0,-0.5970842049305289,sad,gave proper credit sue poor jokers appear happier worldly human upset usually feel devastated anyone else
Steven Spielberg,1.3811873717004026,Tom Hanks,1.0292070664124282,cia|cold war|lawyer|negotiation|spy,1.0,0.3482758551413846,0.682088528441324,joy,feel perfectly safe village pc communication
Justin Zackham,-0.7224100401851894,Robin Williams,-0.7485639037432046,adoption|divorce|family relationships|farce|wedding,1.0,-0.3898614788648264,-0.3334632198913421,sad,feel exhausted also top world
Vondie Curtis-Hall,-0.1270522821043614,Mariah Carey,-3.859663101515561,cult film|disc jockey|female protagonist|music business|one word title,1.0,-0.645703706767927,-0.464038801484963,anger,run feel like something life god uses teach maybe stubborn prideful takes miles learn something
Colin Trevorrow,0.6667580620034091,Bryce Dallas Howard,0.4958757753657387,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,1.0,8.820380984122595,2.4159901289226027,sad,yet feel homesick although miss chipotle best friend angela luckily talk daily
Jerry Zucker,0.1904718555387468,Corinna Harney,-0.0374555156809508,casino|locker|money|museum|race,0.0,0.1189107160362267,0.070042119744849,fear,im also feeling little suspicious im sure
Dennis Dugan,-1.278077281060629,Jon Lovitz,-0.7485639037432046,baseball|baseball team|bully|millionaire|team,1.0,0.1341722348616416,-0.3106570871181185,fear,feel like agitated bossy time turn kinda getting old dunno talking loud right
Breck Eisner,-0.0476712476935844,Vin Diesel,-0.3930097097120777,box office flop|burned to death|magic|witch|witch hunter,1.0,-0.3084577605385725,-0.1799370714980681,joy,certainly feel important cultivate
Michael Curtiz,1.262115820084237,Gene Tierney,0.1403215813346118,afterlife|egypt|pharaoh|princess|pyramid,1.0,0.0,-0.5861866576364205,joy,feel considerate needs much
Morten Tyldum,-0.2858143509259156,Aksel Hennie,1.0292070664124282,art thief|male frontal nudity|male nudity|male star appears nude|painting,0.0,-0.6906541161212862,-0.0311628025743259,joy,guess time start feeling festive
Gabe Ibáñez,0.0714003039225811,Birgitte Hjort Sørensen,-0.3041211612042964,child hitman|dystopia|future|robot|self repair,0.0,0.0,-0.303529267913821,joy,feel privileged raising two smart precious girls
Dave Green,0.1904718555387468,Stephen Amell,-0.1263440641887329,based on comic book|brother brother relationship|rat|sequel|turtle,1.0,0.4846282791927285,-0.4776083782680178,sad,feel quite pathetic
Don Scardino,-0.2858143509259156,Steve Buscemi,-0.481898258219859,magic|magic kit|magician|stage magician|vegas,1.0,-0.3790280856992704,-0.1666202542612651,joy,really admire piece feel though need picture posts isnt divine
Steven Spielberg,1.698711509343511,Joseph Gordon-Levitt,0.8514299693968655,cultural conflict|politics|president|slavery|u.s. president,1.0,1.9539265183753864,0.8214240337378962,joy,feel confidence pour words throughout showing knowledge topic thereby convinced position topic right one
Evan Goldberg,0.1904718555387468,James Franco,0.1403215813346118,assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off,1.0,-0.6189404748105478,1.179678192893714,sad,feel bad cant either physically emotionally
Bob Clark,-0.5239574541582468,Zack Ward,1.4736498089513363,bb gun|boy|bully|christmas|tongue stuck on a pole,1.0,0.0,0.153387774696012,sad,feel dirty inadequate
Robert Luketic,0.6270675447980206,Kevin Spacey,0.3180986783501752,based on true story|blackjack|card counting|gambling|massachusetts institute of technology,1.0,0.4776254202901831,0.7785126844856813,sad,feel like ive caused someone feel like ignored
Richard Lester,-0.3255048681313041,Buster Keaton,0.4958757753657387,based on stage musical|based on stage musical based on stage play|freedom|historical fiction|virgin,1.0,0.0,-0.5550900117461417,sad,highest weight feeling miserable prednisone
Len Wiseman,1.023972716851906,Sophia Myles,0.4958757753657387,blood|death|hybrid|vampire|werewolf,0.0,0.0440580323998261,0.8985518038512676,love,feel like people accepted community opening interactions
Billy Wilder,0.5079959931818551,Nehemiah Persoff,1.651426905966901,all girl band|band|cross dressing|musician|yacht,1.0,-0.3428809944684554,0.6609867171799689,love,feel owe loyal reader friend
Stephen Frears,-0.5239574541582468,Roger Allam,0.7625414208890835,monarchy|prime minister|princess diana|queen|speech,0.0,0.1164375391428504,0.0120229713281049,love,feel loving everyone grateful everything
David Lynch,-0.7224100401851894,Hal Landon Jr.,0.8514299693968655,apartment|baby|deformed baby|factory|surrealism,1.0,0.0,-0.0999278425574274,joy,feel long soulmate even casual player
Don Coscarelli,-0.4048859025420812,Angus Scrimm,0.0514330328268305,cemetery|female nudity|mortuary|sphere|tall man,1.0,-0.6017342490544821,-0.5356058615807975,fear,leave option spanking feel little helpless
Gil Junger,-0.4048859025420812,Joseph Gordon-Levitt,0.6736528723813021,dating|protective father|school|shrew|teen movie,1.0,-0.1503738118186406,0.9997061742611923,joy,im feeling amused background noise mock week
Bruce Beresford,-0.0873617648989729,Bruce Greenwood,-0.0374555156809508,blood|murder|sex scene|wrongful arrest|wrongful conviction,1.0,0.9974002835492984,-0.1951459744810982,joy,feel positive energies least dozen women place
Peter Jackson,3.127570128737498,Aidan Turner,1.2958727119357738,dwarf|elf|lake town|mountain|sword and sorcery,1.0,3.066515904432964,2.887754989449392,sad,ive feeling really ugly lately havent going
Nicholas Meyer,0.1110908211279697,Leonard Nimoy,0.6736528723813021,captain|explosion|klingon|moon|peace,1.0,0.386013309159587,-0.2033281620783313,joy,honestly feel respected text
James Algar,0.5079959931818551,Leopold Stokowski,1.2069841634279916,apprentice|classical music|disney|mouse|orchestra,1.0,0.4080895643794592,-0.089167507588427,anger,feel rude worh time
Franklin J. Schaffner,0.4286149587710779,Frank Langella,-1.1041180977743306,bat|curse|egyptologist|mummy|murder,1.0,-0.6964507906575514,-0.5977847099587121,sad,also kind need stop feeling guilty feeling tired
Beto Gómez,-0.0873617648989729,Jaime Camil,-0.3930097097120777,conflicted hero|flashback|mission|rescue|rescue mission,0.0,-0.6878048403149555,-0.5927295190336784,joy,ate great whats even better feel terrific
Khalid Mohamed,2.373450301835116,Karisma Kapoor,-0.2152326126965142,mumbai riots|politician|riot|suicide|tragic event,0.0,-0.6992122730380433,-0.5846195484496601,joy,could feel peace welcomed week packing saying good bye dealing overwhelming feeling displacement
Huck Botko,-0.8414815918013551,Matt Bennett,-1.637449388821021,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,1.0,-0.7003188880588266,-0.5791888290559096,love,cant tell exactly feel whether sympathetic empathetic
Sam Mendes,0.3889244415656894,Tom Hanks,1.1180956149202104,1930s|blood|gun|on the run|revenge,1.0,0.8121309230029511,0.8427063875322881,sad,feel lonely think id like mate
0,-1.952816073552234,Shirley Henderson,1.8292040029824632,caravan|police|police sergeant|tied to a chair|yorkshire,0.0,0.0,-0.5114420489591363,joy,received many emails cards phone calls wishing well feel special
David Fincher,0.5079959931818551,Andrew Garfield,1.1180956149202104,competitiveness|creator|entrepreneur|facebook|intellectual property,1.0,0.7078626495248669,2.8582398961485165,joy,love feel fucking invigorated um allowed condoms nightstand
Marco Kreuzpaintner,-0.3651953853366926,Alicja Bachleda,0.8514299693968655,friend|friendship|rowing|storm|summer camp,0.0,-0.7067508340127817,-0.5242533471034361,sad,longer crying feeling sorry
Neil Jordan,0.1507813383333582,Tony Curran,0.3180986783501752,celtic mythology|cottage|fisherman|irish|selkie,0.0,-0.7001189458001139,-0.4824469181534072,anger,trying say feeling bit cranky please give pizza
Rob Cohen,-0.16674279930975,Dennis Quaid,-0.0374555156809508,dragon|england|human dragon relationship|king|knight,1.0,0.041623967338863,-0.0384567209090174,joy,think wherever pick feel eager willing go spirit
Mike Mitchell,-0.2858143509259156,Michael Angarano,-0.2152326126965142,coming of age|friend|high school|sidekick|superpower,1.0,0.226036973072647,-0.1613845208031944,anger,feeling bit impatient maybe cause meds working well today
Baz Luhrmann,0.5079959931818551,Leonardo DiCaprio,0.3180986783501752,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,1.0,-0.0311153039769448,0.6072139291402532,fear,often feel helpless
Andrew Adamson,-0.6827195229798009,Kathleen Freeman,1.2958727119357738,donkey|fairy tale|ogre|princess|swamp,1.0,3.2023431312337456,2.7691241018414936,joy,wonder season also feel hopeful
Ole Christian Madsen,-2.4687927972222847,Lars Mikkelsen,0.7625414208890835,danish|double agent|nazi|nazi occupation|resistance,0.0,-0.7060189591449925,-0.5013388888103903,sad,feel like sort missed whole years gone late give sibling dog grow almost missed giving yard
Bille August,0.4286149587710779,Terry Pheto,0.5847643238735201,african national congress|father daughter relationship|film starts with text|nelson mandela|violence,0.0,0.0,-0.5307456565914436,sad,way act whatever makes cameron feel needy soon steps house relies soothing sleeping mechanism
Kevin Tenney,-0.3651953853366926,Kathleen Wilhoite,-0.6596753552354224,evil spirit|hatchet|ouija|ouija board|psychopathic killer,0.0,-0.600470134760851,-0.5732598122709772,joy,ive never experienced extremes vanity feeling hey know face acceptable like tidal wave compared peoples ripple pond
Don Michael Paul,-0.5636479713636353,Jeffrey Jones,-3.9485516500233433,2000s|golf caddy|golf course|golfer|question mark in title,1.0,-0.624943374044053,-0.5044586637812684,joy,im talking feeling casual relax
Alex Ranarivelo,-0.246123833720527,Lea Thompson,-1.4596722918054577,0,1.0,0.0,-0.6030565519233901,anger,started feel grumpy
Jon M. Chu,0.5873770275926321,Channing Tatum,-0.5707868067276411,general|gi joe|martial arts|ninja|president,1.0,1.0818014994001617,0.452683964263294,joy,feel smart talking stuff already know href http spiralsandspatulas
